노선번호,정류소명,구군
부산진구15,연학초등학교,부산진구
부산진구15,연학초등학교,부산진구
부산진구15,삼광사,부산진구
부산진구15,삼광사,부산진구
부산진구15,초읍초등학교,부산진구
부산진구15,초읍우신아파트,부산진구
부산진구15,초읍초등학교,부산진구
부산진구15,창신아파트,부산진구
부산진구15,원당골,부산진구
부산진구15,초읍대우아파트,부산진구
부산진구15,초읍중학교,부산진구
부산진구6,동의대학교도서관,부산진구
부산진구6-1,동의대학교도서관,부산진구
부산진구6,동의대학교본관,부산진구
부산진구6-1,동의대학교본관,부산진구
부산진구9,동의대학교본관,부산진구
부산진구6,동의대학교입구,부산진구
부산진구6-1,동의대학교입구,부산진구
부산진구9,동의대학교입구,부산진구
부산진구6,동의대학교자연대학,부산진구
부산진구6-1,동의대학교자연대학,부산진구
부산진구9,동의대학교자연대학,부산진구
5-1,양정역4번출구,부산진구
20,양정역4번출구,부산진구
57,양정역4번출구,부산진구
62,양정역4번출구,부산진구
63,양정역4번출구,부산진구
141-F,양정역4번출구,부산진구
부산진구7,파리바게뜨,부산진구
부산진구8,파리바게뜨,부산진구
63,백조아파트,부산진구
131,백조아파트,부산진구
179,백조아파트,부산진구
10,하마정,연제구
31,하마정,연제구
43,하마정,연제구
44,하마정,연제구
52,하마정,연제구
77,하마정,연제구
80,하마정,연제구
111,하마정,연제구
129-1,하마정,연제구
131,하마정,연제구
506,하마정,연제구
1002-F,하마정,연제구
63,백조아파트,부산진구
131,백조아파트,부산진구
179,백조아파트,부산진구
10,하마정,부산진구
33,하마정,부산진구
43,하마정,부산진구
52,하마정,부산진구
77,하마정,부산진구
80,하마정,부산진구
129-1,하마정,부산진구
1002-F,하마정,부산진구
33,하마정,부산진구
44,하마정,부산진구
63,하마정,부산진구
179,하마정,부산진구
506,하마정,부산진구
5-1,세정고·양정119안전센터,부산진구
20,세정고·양정119안전센터,부산진구
57,세정고·양정119안전센터,부산진구
62,세정고·양정119안전센터,부산진구
63,세정고·양정119안전센터,부산진구
141-F,세정고·양정119안전센터,부산진구
33,양정현대아파트,부산진구
44,양정현대아파트,부산진구
63,양정현대아파트,부산진구
131,양정현대아파트,부산진구
179,양정현대아파트,부산진구
506,양정현대아파트,부산진구
33,정묘사,부산진구
44,정묘사,부산진구
63,정묘사,부산진구
179,정묘사,부산진구
506,정묘사,부산진구
33,화인아파트,부산진구
44,화인아파트,부산진구
63,화인아파트,부산진구
168,화인아파트,부산진구
179,화인아파트,부산진구
33,화인아파트,부산진구
44,화인아파트,부산진구
63,화인아파트,부산진구
179,화인아파트,부산진구
506,화인아파트,부산진구
33,정묘사,부산진구
44,정묘사,부산진구
63,정묘사,부산진구
179,정묘사,부산진구
506,정묘사,부산진구
부산진구13,화인아파트,부산진구
33,부산시민공원,부산진구
44,부산시민공원,부산진구
63,부산시민공원,부산진구
168,부산시민공원,부산진구
179,부산시민공원,부산진구
부산진구11,양정자이더샵SK뷰,부산진구
부산진구8,부산진여자고등학교,부산진구
부산진구7,동의의료원사거리,부산진구
부산진구11,동의의료원사거리,부산진구
부산진구8,양정성당,부산진구
5-1,범내골역.상공회의소,부산진구
10,범내골역.상공회의소,부산진구
29,범내골역.상공회의소,부산진구
43,범내골역.상공회의소,부산진구
57,범내골역.상공회의소,부산진구
67,범내골역.상공회의소,부산진구
80,범내골역.상공회의소,부산진구
103,범내골역.상공회의소,부산진구
111,범내골역.상공회의소,부산진구
38,범내골역.상공회의소,부산진구
82,범내골역.상공회의소,부산진구
동구1-1,범내골역,부산진구
동구1,범내골역,부산진구
67,범내골역,부산진구
5-1,지오플레이스,부산진구
10,지오플레이스,부산진구
29,지오플레이스,부산진구
43,지오플레이스,부산진구
57,지오플레이스,부산진구
67,지오플레이스,부산진구
80,지오플레이스,부산진구
82,지오플레이스,부산진구
103,지오플레이스,부산진구
111,지오플레이스,부산진구
부산진구2,부전역,부산진구
20,전포초등학교,부산진구
24,전포초등학교,부산진구
83-1,전포초등학교,부산진구
88,전포초등학교,부산진구
167,전포초등학교,부산진구
부산진구11,부전역,부산진구
부산진구13,부전역,부산진구
부산진구11,부전시장,부산진구
부산진구13,부전시장,부산진구
10,양정대원칸타빌,부산진구
31,양정대원칸타빌,부산진구
33,양정대원칸타빌,부산진구
43,양정대원칸타빌,부산진구
52,양정대원칸타빌,부산진구
77,양정대원칸타빌,부산진구
80,양정대원칸타빌,부산진구
111,양정대원칸타빌,부산진구
129-1,양정대원칸타빌,부산진구
1002-F,양정대원칸타빌,부산진구
부산진구13,대원칸타빌아파트,부산진구
22,자유.평화시장,동구
27,자유.평화시장,동구
38-1,자유.평화시장,동구
40,자유.평화시장,동구
42,자유.평화시장,동구
57,자유.평화시장,동구
68,자유.평화시장,동구
80,자유.평화시장,동구
83-1,자유.평화시장,동구
99,자유.평화시장,동구
101,자유.평화시장,동구
111,자유.평화시장,동구
134,자유.평화시장,동구
남구3,범일역,동구
남구5,범일역,동구
동구1-1,좋은문화병원,동구
38,성북초등학교,부산진구
82,성북초등학교,부산진구
583,성북초등학교,부산진구
부산진구12,성북초등학교,부산진구
사상구6,성북초등학교,부산진구
24,문전교차로,남구
138-1,문전교차로,남구
24,국제금융센터.부산은행역,남구
138-1,국제금융센터.부산은행역,남구
부산진구12,지오플레이스,부산진구
사상구6,지오플레이스,부산진구
5-1,경남공고,부산진구
10,경남공고,부산진구
29,경남공고,부산진구
43,경남공고,부산진구
54,경남공고,부산진구
57,경남공고,부산진구
80,경남공고,부산진구
103,경남공고,부산진구
111,경남공고,부산진구
133,경남공고,부산진구
85,경남공고(전포역),부산진구
138-1,경남공고(전포역),부산진구
부산진구12,부산은행(전포역),부산진구
사상구6,부산은행(전포역),부산진구
부산진구12,전포1동주민센터,부산진구
사상구6,전포1동주민센터,부산진구
24,경남공고(전포역),부산진구
133,경남공고(전포역),부산진구
138-1,경남공고(전포역),부산진구
부산진구12,부전도서관,부산진구
85,전포사거리,부산진구
138-1,전포사거리,부산진구
부산진구12,동성고등학교,부산진구
사상구6,동성고등학교,부산진구
부산진구12,부산진여자중학교,부산진구
사상구6,부산진여자중학교,부산진구
82,부산마케팅고등학교,부산진구
부산진구12,부산마케팅고등학교,부산진구
사상구6,부산마케팅고등학교,부산진구
38,성북초등학교,부산진구
54,성북초등학교,부산진구
82,성북초등학교,부산진구
85,성북초등학교,부산진구
160,성북초등학교,부산진구
583,성북초등학교,부산진구
부산진구12,성북초등학교,부산진구
사상구6,성북초등학교,부산진구
24,지오플레이스,부산진구
38,지오플레이스,부산진구
54,지오플레이스,부산진구
133,지오플레이스,부산진구
160,지오플레이스,부산진구
583,지오플레이스,부산진구
20,경남공고,부산진구
169-1,경남공고,부산진구
1002-F,경남공고,부산진구
부산진구12,경남공업고등학교,부산진구
5-1,부전도서관,부산진구
10,부전도서관,부산진구
29,부전도서관,부산진구
43,부전도서관,부산진구
54,부전도서관,부산진구
57,부전도서관,부산진구
80,부전도서관,부산진구
103,부전도서관,부산진구
111,부전도서관,부산진구
133,부전도서관,부산진구
54,동성고교,부산진구
85,동성고교,부산진구
160,동성고교,부산진구
부산진구12,동성고등학교,부산진구
사상구6,동성고등학교,부산진구
부산진구12,부산진여자중학교,부산진구
사상구6,부산진여자중학교,부산진구
부산진구12,전포1동주민센터,부산진구
사상구6,전포1동주민센터,부산진구
85,전포카페거리,부산진구
160,전포카페거리,부산진구
24,전포사거리,부산진구
133,전포사거리,부산진구
138-1,전포사거리,부산진구
85,부산진소방서,부산진구
138-1,부산진소방서,부산진구
부산진구11,(구)NC서면점,부산진구
부산진구12-1,(구)NC서면점,부산진구
부산진구11,전포사거리,부산진구
54,부산진여자중학교,부산진구
85,부산진여자중학교,부산진구
160,부산진여자중학교,부산진구
24,NC서면점,부산진구
85,NC서면점,부산진구
133,NC서면점,부산진구
138-1,NC서면점,부산진구
160,NC서면점,부산진구
부산진구12,(구)NC서면점,부산진구
부산진구12-1,(구)NC서면점,부산진구
사상구6,(구)NC서면점,부산진구
20,부전도서관,부산진구
169-1,부전도서관,부산진구
1002-F,부전도서관,부산진구
10,전포초등학교,부산진구
29,전포초등학교,부산진구
43,전포초등학교,부산진구
80,전포초등학교,부산진구
111,전포초등학교,부산진구
5-1,전포초등학교,부산진구
57,전포초등학교,부산진구
부산진구11,전포초등학교,부산진구
54,전포어린이놀이터,부산진구
부산진구2,전포어린이놀이터,부산진구
부산진구2,전포초등학교,부산진구
83,부전시장,부산진구
83,동해선부전역,부산진구
54,부전시장입구,부산진구
63,부전시장입구,부산진구
81,부전시장입구,부산진구
83-1,부전시장입구,부산진구
88,부전시장입구,부산진구
103,부전시장입구,부산진구
133-1,부전시장입구,부산진구
167,부전시장입구,부산진구
사상구6,국민은행,부산진구
사상구6,부전시장,부산진구
부산진구15,부전시장,부산진구
사상구6,부전시장,부산진구
부산진구11,부산시민공원,부산진구
83,부전역,부산진구
10,양정대원칸타빌,부산진구
31,양정대원칸타빌,부산진구
33,양정대원칸타빌,부산진구
43,양정대원칸타빌,부산진구
52,양정대원칸타빌,부산진구
77,양정대원칸타빌,부산진구
80,양정대원칸타빌,부산진구
111,양정대원칸타빌,부산진구
129-1,양정대원칸타빌,부산진구
1002-F,양정대원칸타빌,부산진구
부산진구13,대원칸타빌아파트,부산진구
부산진구13,현대아파트209동,부산진구
부산진구13,현대아파트213동,부산진구
54,전포카페거리,부산진구
부산진구2,전포어린이놀이터,부산진구
54,부전시장입구,부산진구
83-1,부전시장입구,부산진구
88,부전시장입구,부산진구
103,부전시장입구,부산진구
133,부전시장입구,부산진구
167,부전시장입구,부산진구
85,서면부속상가,부산진구
133,서면부속상가,부산진구
138-1,서면부속상가,부산진구
160,서면부속상가,부산진구
169-1,서면부속상가,부산진구
부산진구7,(구)양정육교,부산진구
부산진구7,양정역,부산진구
부산진구11,롯데캐슬,부산진구
부산진구12,쥬디스태화,부산진구
부산진구11,부산여자대학교정문,부산진구
부산진구12,부산여자대학교정문,부산진구
부산진구12-1,부산여자대학교정문,부산진구
부산진구11,성모여자고등학교,부산진구
부산진구12,동의과학대사거리,부산진구
부산진구12-1,동의과학대사거리,부산진구
부산진구11,양정하이츠아파트,부산진구
부산진구12,양정하이츠아파트,부산진구
부산진구12-1,양정하이츠아파트,부산진구
부산진구11,양정성당,부산진구
부산진구7,양정성당,부산진구
부산진구11,양정성당,부산진구
부산진구7,부산진여자상업고등학교,부산진구
부산진구11,부산진여자상업고등학교,부산진구
부산진구8,동의의료원,부산진구
부산진구8,부산진여자고등학교,부산진구
부산진구8,양정자이더샵SK뷰2.3단지,부산진구
82,전포고개,부산진구
부산진구12,전포고개,부산진구
사상구6,전포고개,부산진구
부산진구12,전포삼거리,부산진구
사상구6,전포삼거리,부산진구
82,부산마케팅고등학교,부산진구
부산진구12,부산마케팅고등학교,부산진구
사상구6,부산마케팅고등학교,부산진구
82,전포삼거리,부산진구
82,전포아파트,부산진구
부산진구12,전포아파트,부산진구
부산진구12-1,전포아파트,부산진구
사상구6,문현현대2차아파트,남구
사상구6,전포보람어린이집,부산진구
사상구6,남부산교회,부산진구
82,전포삼거리,부산진구
82,전포고개,부산진구
부산진구12,전포고개,부산진구
사상구6,전포고개,부산진구
부산진구12,전포삼거리,부산진구
사상구6,전포삼거리,부산진구
82,전포아파트,부산진구
부산진구12,전포아파트,부산진구
부산진구12-1,전포아파트,부산진구
82,파티마의원,부산진구
부산진구2,파티마의원,부산진구
부산진구12,파티마의원,부산진구
부산진구12-1,파티마의원,부산진구
부산진구12,협성아파트,부산진구
부산진구12-1,협성아파트,부산진구
부산진구15,부전시장입구,부산진구
부산진구15,영광도서,부산진구
106,네오스포,부산진구
3002,네오스포,부산진구
106,부암역.부산도시공사,부산진구
83,서면역.롯데호텔백화점,부산진구
부산진구15,롯데호텔백화점.서면역,부산진구
사상구6,롯데호텔백화점.서면역,부산진구
67,서면시장,부산진구
67,서면복개로,부산진구
583,롯데호텔백화점.서면역,부산진구
38-1,"서면,광무교",부산진구
67,"서면,광무교",부산진구
동구1,서면유림노르웨이숲,부산진구
106,부산진초등학교,부산진구
583,부산진초등학교,부산진구
583,서면1번가,부산진구
부산진구12,서면역,부산진구
동구1,부산진초등학교,부산진구
59,경남아파트,부산진구
61,경남아파트,부산진구
85,경남아파트,부산진구
186,경남아파트,부산진구
59,신암,부산진구
61,신암,부산진구
85,신암,부산진구
186,신암,부산진구
59,CBS방송국,부산진구
61,CBS방송국,부산진구
85,CBS방송국,부산진구
186,CBS방송국,부산진구
63,부산진구청후문,부산진구
67,서면역.롯데호텔백화점,부산진구
85,서면역.롯데호텔백화점,부산진구
133,서면역.롯데호텔백화점,부산진구
138-1,서면역.롯데호텔백화점,부산진구
160,서면역.롯데호텔백화점,부산진구
169-1,서면역.롯데호텔백화점,부산진구
부산진구15,부산진경찰서,부산진구
131,부산시청.시청역,연제구
141,부산시청.시청역,연제구
부산진구12,더샵센트럴스타,부산진구
부산진구8,양정자이더샵SK뷰2.3단지,부산진구
5-1,양정역6번출구,부산진구
20,양정역6번출구,부산진구
57,양정역6번출구,부산진구
62,양정역6번출구,부산진구
63,양정역6번출구,부산진구
141-F,양정역6번출구,부산진구
부산진구11,한신아파트,부산진구
부산진구11,새마을금고,부산진구
54,롯데캐슬스카이,부산진구
부산진구13,항도중학교,부산진구
부산진구11,적십자회관,부산진구
부산진구11,한신아파트,부산진구
부산진구11,새마을금고,부산진구
부산진구11,천지탕,부산진구
부산진구11,천지탕,부산진구
부산진구2,만호빌라,부산진구
부산진구2,기와집,부산진구
부산진구2,영화약국,부산진구
82,파티마의원,부산진구
부산진구12,파티마의원,부산진구
부산진구12-1,파티마의원,부산진구
부산진구12,협성아파트,부산진구
부산진구12-1,협성아파트,부산진구
부산진구2,전홍빌라,부산진구
부산진구2,전홍빌라,부산진구
부산진구2,대동아파트,부산진구
부산진구7,양정사진관,부산진구
부산진구7,동의과학대학교,부산진구
부산진구7,성모여자고등학교,부산진구
부산진구8,동의의료원,부산진구
부산진구8,양정역,부산진구
167,동평유치원,부산진구
169,부암3동행정복지센터,부산진구
167,협성피닉스,부산진구
169,협성피닉스,부산진구
169,부암3동행정복지센터,부산진구
110-1,진성아파트,부산진구
110-1,벽산아파트,부산진구
169,기점,부산진구
88,개성고등학교,부산진구
141,개성고등학교,부산진구
167,개성고등학교,부산진구
88,당감백산아파트,부산진구
141,당감백산아파트,부산진구
167,당감백산아파트,부산진구
169,기점,부산진구
33-1,만덕터널입구,동래구
46,만덕터널입구,동래구
33-1,개별화물협회,동래구
46,개별화물협회,동래구
51,온천장역.CGV동래,동래구
100,온천장역.CGV동래,동래구
110-1,온천장역.CGV동래,동래구
121,온천장역.CGV동래,동래구
131,온천장역.CGV동래,동래구
51,온천장역.SK허브스카이,동래구
80,온천장역.SK허브스카이,동래구
100,온천장역.SK허브스카이,동래구
100-1,온천장역.SK허브스카이,동래구
110-1,온천장역.SK허브스카이,동래구
131,온천장역.SK허브스카이,동래구
183,온천장역.SK허브스카이,동래구
3008,온천장역.SK허브스카이,동래구
183-F,온천장역.SK허브스카이,동래구
3008-F,온천장역.SK허브스카이,동래구
80,식물원입구,금정구
100-1,식물원입구,금정구
203,온천시장(목욕타운),금정구
49,온천입구,동래구
50,온천입구,동래구
51,온천입구,동래구
100,온천입구,동래구
110-1,온천입구,동래구
179,온천입구,동래구
49,동래구노인복지관,동래구
50,동래구노인복지관,동래구
100,동래구노인복지관,동래구
51,동래구노인복지관,동래구
110-1,동래구노인복지관,동래구
179,동래구노인복지관,동래구
1002,동래구노인복지관,동래구
동래구7,온천장입구,동래구
80,온천장역.SK허브스카이,동래구
100-1,온천장역.SK허브스카이,동래구
203,온천장역.SK허브스카이,동래구
31,동래한전,동래구
36,동래한전,동래구
42,동래한전,동래구
43,동래한전,동래구
44,동래한전,동래구
52,동래한전,동래구
144,동래한전,동래구
200,동래한전,동래구
307,동래한전,동래구
506,동래한전,동래구
1002,동래한전,동래구
31,부산원동역,동래구
36,부산원동역,동래구
43,부산원동역,동래구
44,부산원동역,동래구
52,부산원동역,동래구
144,부산원동역,동래구
155,부산원동역,동래구
189-1,부산원동역,동래구
200,부산원동역,동래구
42,뜨란채아파트,동래구
189-1,뜨란채아파트,동래구
200,뜨란채아파트,동래구
307,뜨란채아파트,동래구
동래구6,우성아파트,동래구
100,복산동행정복지센터,동래구
110-1,복산동행정복지센터,동래구
동래구1,복산동행정복지센터,동래구
동래구1-1,복산동행정복지센터,동래구
동래구3,복산동행정복지센터,동래구
동래구6-1,복산동행정복지센터,동래구
동래구1,현대아파트.명륜아이파크,동래구
동래구1-1,현대아파트.명륜아이파크,동래구
동래구3,현대아파트.명륜아이파크,동래구
동래구6-1,현대아파트.명륜아이파크,동래구
동래구6,무량사,동래구
동래구6,우성아파트,동래구
100-1,롯데백화점동래점.명륜역,동래구
111-1,명륜역,동래구
144,명륜역,동래구
189,명륜역,동래구
3008,명륜역,동래구
183-F,명륜역,동래구
3008-F,명륜역,동래구
77,롯데백화점동래점.명륜역,동래구
121,롯데백화점동래점.명륜역,동래구
210,롯데백화점동래점.명륜역,동래구
동래구3,롯데백화점동래점,동래구
189,온천장,금정구
100-1,명륜역,동래구
111-1,명륜역,동래구
144,명륜역,동래구
189,명륜역,동래구
3008,명륜역,동래구
183-F,명륜역,동래구
3008-F,명륜역,동래구
동래구6,(구)수정약국,동래구
동래구7,(구)수정약국,동래구
155,안락2동수협,동래구
506,안락2동수협,동래구
155,충렬초등학교,동래구
506,안락SK2차아파트,동래구
506,센텀SK뷰아파트,해운대구
동래구6,안락SK현대아파트,동래구
동래구6-1,안락SK현대아파트,동래구
동래구7,안락SK현대아파트,동래구
동래구2,동래구보훈회관,동래구
동래구2,삼성가든아파트,동래구
동래구2,새동래3차아파트,동래구
29,세병교,동래구
51,세병교,동래구
52,세병교,동래구
179,세병교,동래구
29,동래경찰서.수안역,동래구
50,동래경찰서.수안역,동래구
51,동래경찰서.수안역,동래구
52,동래경찰서.수안역,동래구
179,동래경찰서.수안역,동래구
동래구2,동래경찰서,동래구
29,충렬사역.서원시장,동래구
42,충렬사역.서원시장,동래구
99,충렬사역.서원시장,동래구
105,충렬사역.서원시장,동래구
106,충렬사역.서원시장,동래구
129-1,충렬사역.서원시장,동래구
148,충렬사역.서원시장,동래구
183-F,충렬사역.서원시장,동래구
29,낙민역.동래고등학교,동래구
49,낙민역.동래고등학교,동래구
52,낙민역.동래고등학교,동래구
57,낙민역.동래고등학교,동래구
100,낙민역.동래고등학교,동래구
110-1,낙민역.동래고등학교,동래구
129-1,낙민역.동래고등학교,동래구
148,낙민역.동래고등학교,동래구
210,낙민역.동래고등학교,동래구
183-F,낙민역.동래고등학교,동래구
100,동래시장정문,동래구
110-1,동래시장정문,동래구
100,동래구청,동래구
110-1,동래구청,동래구
동래구6,서원시장,동래구
동래구7,서원시장,동래구
동래구6,충렬사후문,동래구
동래구1-1,금강공원,동래구
동래구1-1,온천119안전센터,동래구
동래구1-1,해양자연사박물관,동래구
10,화신아파트,동래구
189,화신아파트,동래구
31,부전교회,동래구
43,부전교회,동래구
77,부전교회,동래구
100-1,부전교회,동래구
129-1,부전교회,동래구
506,부전교회,동래구
부산진구17,부전교회,동래구
10,부전교회,연제구
31,부전교회,연제구
43,부전교회,연제구
77,부전교회,연제구
100-1,부전교회,연제구
129-1,부전교회,연제구
189,부전교회,연제구
506,부전교회,연제구
동래구1,조양아파트,동래구
동래구6-1,조양아파트,동래구
동래구6,국제파크아파트,동래구
동래구7,국제파크아파트,동래구
동래구6,조양아파트,동래구
동래구1,코끼리자연어린이집,동래구
동래구6-1,코끼리자연어린이집,동래구
동래구1,학산여자고등학교,동래구
동래구6-1,학산여자고등학교,동래구
동래구1,명장초등학교,동래구
동래구6,명장초등학교,동래구
동래구6-1,명장초등학교,동래구
동래구6,코끼리자연어린이집,동래구
동래구6,학산여자고등학교,동래구
동래구1,명륜초등학교.동래향교,동래구
동래구1-1,명륜초등학교.동래향교,동래구
동래구6,명륜초등학교.동래향교,동래구
동래구6-1,명륜초등학교.동래향교,동래구
동래구1,명륜교차로.명륜자이아파트,동래구
동래구1-1,명륜교차로.명륜자이아파트,동래구
동래구2,명륜교차로.명륜자이아파트,동래구
46,동래전화국,동래구
49,동래전화국,동래구
51,동래전화국,동래구
100,동래전화국,동래구
110-1,동래전화국,동래구
127,동래전화국,동래구
210,동래전화국,동래구
1002,동래전화국,동래구
50,동래전화국,동래구
179,동래전화국,동래구
동래구2,동래전화국,동래구
51,동래경찰서,동래구
179,동래경찰서,동래구
동래구2,동래경찰서,동래구
49,동래전화국,동래구
50,동래전화국,동래구
51,동래전화국,동래구
179,동래전화국,동래구
1002,동래전화국,동래구
46,명륜역.동래중학교,동래구
127,명륜역.동래중학교,동래구
210,명륜역.동래중학교,동래구
동래구1,동래중학교,동래구
동래구1-1,동래중학교,동래구
동래구6,동래중학교,동래구
동래구6-1,동래중학교,동래구
동래구2,동래구보건소,동래구
동래구3,동래중학교,동래구
부산진구17,중앙여자고등학교,동래구
동래구2,중앙여자고등학교,동래구
동래구3,중앙여자고등학교,동래구
동래구5,중앙여자고등학교,동래구
동래구8,중앙여자고등학교,동래구
부산진구17,동래역2번출구,동래구
동래구2,동래역2번출구,동래구
동래구3,동래역2번출구,동래구
동래구5,동래역2번출구,동래구
동래구8,동래역2번출구,동래구
동래구2,동래역4번출구,동래구
동래구6,동래구보건소,동래구
동래구6-1,동래구보건소,동래구
동래구3,동래중학교,동래구
31,동래역.내성교차로,동래구
43,동래역.내성교차로,동래구
129-1,동래역.내성교차로,동래구
506,동래역.내성교차로,동래구
144,동래역.내성교차로,동래구
210,동래역.내성교차로,동래구
183-F,동래역.내성교차로,동래구
부산진구17,동래역환승센터,동래구
동래구5,동래역환승센터,동래구
동래구8,동래역환승센터,동래구
동래구3,동래역4번출구,동래구
동래구6,동래역4번출구,동래구
동래구6-1,동래역4번출구,동래구
동래구3,중앙여자고등학교,동래구
동래구5,달북초등학교,동래구
동래구5,사직초등학교앞교차로,동래구
동래구8,사직초등학교앞교차로,동래구
동래구5,사직고등학교,동래구
동래구8,사직고등학교,동래구
10,사직2동행정복지센터,동래구
46,사직2동행정복지센터,동래구
210,사직2동행정복지센터,동래구
10,삼익아파트,동래구
46,삼익아파트,동래구
210,삼익아파트,동래구
동래구5,사직2동행정복지센터,동래구
동래구5,삼익아파트후문,동래구
10,동인고등학교,동래구
210,동인고등학교,동래구
10,사직초등학교,동래구
210,사직초등학교,동래구
10,사직여고,동래구
210,사직여고,동래구
10,원광사,동래구
210,원광사,동래구
10,사직여중,동래구
210,사직여중,동래구
동래구8,사직중학교,동래구
동래구8,사직초등학교,동래구
동래구8,삼정그린코아아파트,동래구
10,사직119안전센터,동래구
210,사직119안전센터,동래구
10,아시아드주경기장,연제구
210,아시아드주경기장,연제구
부산진구17,사직119안전센터,동래구
부산진구17,아시아드주경기장,연제구
10,사직여중,동래구
210,사직여중,동래구
10,사직여고,동래구
210,사직여고,동래구
10,사직중학교,동래구
210,사직중학교,동래구
10,사직초등학교,동래구
210,사직초등학교,동래구
51,동래구노인복지관,동래구
100,동래구노인복지관,동래구
110-1,동래구노인복지관,동래구
49,동래구노인복지관,동래구
50,동래구노인복지관,동래구
179,동래구노인복지관,동래구
1002,동래구노인복지관,동래구
49,온천입구,동래구
50,온천입구,동래구
51,온천입구,동래구
100,온천입구,동래구
110-1,온천입구,동래구
179,온천입구,동래구
49,동래우체국,동래구
50,동래우체국,동래구
100,동래우체국,동래구
51,동래우체국,동래구
110-1,동래우체국,동래구
179,동래우체국,동래구
29,명장정수사업소,동래구
42,명장정수사업소,동래구
99,명장정수사업소,동래구
105,명장정수사업소,동래구
106,명장정수사업소,동래구
129-1,명장정수사업소,동래구
148,명장정수사업소,동래구
155,명장정수사업소,동래구
183,명장정수사업소,동래구
183-F,명장정수사업소,동래구
동래구1,동남아파트,동래구
동래구1,명장2치안센터,동래구
동래구1,성지아파트,금정구
51,온천장,동래구
100,온천장,동래구
100-1,온천장,동래구
110-1,온천장,동래구
183,온천장,동래구
3008,온천장,동래구
183-F,온천장,동래구
3008-F,온천장,동래구
동래구7,스파쇼핑,동래구
77,온천장,동래구
80,온천장,동래구
110,온천장,동래구
110-1,온천장,동래구
131,온천장,동래구
1002-F,온천장,동래구
동래구7,(구)온천극장,동래구
77,금강원입구,동래구
110,금강원입구,동래구
1002-F,금강원입구,동래구
77,온천시장,동래구
110,온천시장,동래구
1002-F,온천시장,동래구
77,금강원입구,동래구
80,금강원입구,동래구
110,금강원입구,동래구
110-1,금강원입구,동래구
121,금강원입구,동래구
131,금강원입구,동래구
1002-F,금강원입구,동래구
동래구7,금강공원입구,동래구
동래구6,국제파크아파트,동래구
동래구6,조양아파트,동래구
동래구6,화목아파트,동래구
동래구6,화목아파트,동래구
동래구7,화목아파트,동래구
동래구6,충렬사후문,동래구
동래구7,충렬사후문,동래구
29,서원시장,동래구
29,삼성아파트,동래구
동래구6,1080안경점,동래구
동래구7,1080안경점,동래구
동래구6,삼성아파트,동래구
동래구7,삼성아파트,동래구
동래구6,서원시장,동래구
86,안락경동아파트,동래구
210,안락경동아파트,동래구
동래구2,동부산아이존빌아파트,동래구
동래구2,안락경동아파트,동래구
42,안남초등학교,동래구
189-1,안남초등학교,동래구
200,안남초등학교,동래구
307,안남초등학교,동래구
동래구2,안남초등학교,동래구
80,우장춘기념관,동래구
동래구3,우장춘기념관,동래구
80,온샘초등학교,동래구
동래구3,대동아파트,동래구
동래구3,래미안101동,동래구
동래구3,래미안104동,동래구
동래구3,래미안4단지,동래구
33-1,효자암,동래구
46,효자암,동래구
33-1,만덕터널입구,동래구
46,만덕터널입구,동래구
동래구3,대동아파트,동래구
동래구3,래미안209동,동래구
동래구3,래미안201동,동래구
33-1,화신아파트,동래구
46,화신아파트,동래구
동래구8,삼협아파트,동래구
동래구8,화신아파트,동래구
동래구3,화신아파트,동래구
10,화신아파트,연제구
189,화신아파트,연제구
10,대선주조,동래구
189,대선주조,동래구
부산진구17,부산교육대학교후문,동래구
부산진구17,화신아파트,동래구
동래구8,경보아파트,동래구
동래구8,달북초등학교,동래구
동래구8,동서산장아파트,동래구
동래구8,삼정그린코아포레스트,동래구
동래구8,경보아파트,동래구
동래구8,달북초등학교,동래구
동래구8,미남교,동래구
동래구8,삼정그린코아포레스트,동래구
동래구5,달북초등학교,동래구
동래구5,사직초등학교앞교차로,동래구
동래구8,사직초등학교앞교차로,동래구
동래구5,사직고등학교,동래구
동래구8,사직고등학교,동래구
동래구5,온천중학교,동래구
110,온천초등학교,동래구
131,온천초등학교,동래구
210,온천초등학교,동래구
1002-F,온천초등학교,동래구
100-1,롯데백화점동래점,동래구
111-1,롯데백화점동래점,동래구
121,롯데백화점동래점,동래구
144,롯데백화점동래점,동래구
189,롯데백화점동래점,동래구
183-F,롯데백화점동래점,동래구
동래구1,롯데백화점동래점남문,동래구
210,롯데백화점동래점,동래구
77,원예고등학교,동래구
80,원예고등학교,동래구
110,원예고등학교,동래구
131,원예고등학교,동래구
210,원예고등학교,동래구
1002-F,원예고등학교,동래구
동래구3,우장춘기념관,동래구
동래구3,유락여자중학교,동래구
동래구3,유락여자중학교,동래구
77,온천초등학교,동래구
110,온천초등학교,동래구
131,온천초등학교,동래구
210,온천초등학교,동래구
1002-F,온천초등학교,동래구
80,우장춘기념관,동래구
110,동래래미안아이파크,동래구
131,동래래미안아이파크,동래구
210,동래래미안아이파크,동래구
77,럭키아파트후문,동래구
110,동래래미안아이파크,동래구
131,동래래미안아이파크,동래구
210,동래래미안아이파크,동래구
110,럭키아파트,동래구
131,럭키아파트,동래구
210,럭키아파트,동래구
1002-F,럭키아파트,동래구
110,럭키아파트,동래구
131,럭키아파트,동래구
